N,P,K,temperature,humidity,ph,rainfall,label
56.19,40.63,46.11,27.97,74.26,7.11,46.72,tomato
94.88,43.19,75.67,14.01,80.9,5.98,33.86,cauliflower
57.61,47.49,81.21,15.63,56.72,6.89,43.18,carrot
47.47,43.96,52.43,15.77,67.37,7.3,45.93,garlic
52.13,33.39,45.74,20.56,47.97,6.64,44.05,mustard
60.8,45.33,52.67,23.7,73.83,6.81,42.39,capsicum
44.48,37.49,21.99,31.2,52.64,6.71,52.58,sesame
50.67,50.77,17.07,28.22,61.02,7.23,75.41,blackgram
60.85,34.6,32.24,23.0,59.16,6.5,36.67,mustard
20.3,18.17,33.17,23.55,90.46,6.32,98.15,pomegranate
41.28,14.99,21.18,32.45,62.33,5.81,140.45,cashew
119.93,58.3,79.35,35.97,84.82,6.41,118.22,sugarcane
36.25,75.87,75.31,16.26,10.0,6.87,82.93,chickpea
89.74,67.84,42.2,23.99,83.95,5.84,78.53,banana
60.48,13.07,30.51,26.74,83.4,5.9,137.89,cashew
24.05,33.9,42.86,31.03,65.13,6.4,56.51,lemon
131.76,50.88,57.97,28.98,83.71,5.71,166.39,turmeric
58.25,38.25,52.02,22.76,61.52,5.94,58.99,guava
108.47,52.25,84.79,23.1,86.52,6.54,172.93,sugarcane
35.85,22.14,25.62,27.01,69.2,5.86,135.04,cashew
48.82,46.23,42.17,27.61,58.93,7.08,58.41,castor
82.1,43.44,33.36,26.32,92.61,5.88,172.74,pepper
14.67,66.16,19.57,26.41,40.65,5.61,142.14,pigeonpeas
101.43,32.85,81.27,24.25,63.08,5.56,134.82,pineapple
38.84,101.33,72.64,9.6,79.43,6.31,55.96,strawberry
110.27,52.39,98.97,17.08,71.34,6.2,44.42,cabbage
17.72,17.32,27.15,25.36,89.42,5.85,226.48,coconut
25.63,138.12,200.8,17.35,99.05,6.25,153.62,apple
19.28,15.79,33.84,30.63,91.21,6.53,174.83,coconut
63.29,36.92,91.05,18.0,68.42,6.34,50.54,radish
48.5,45.5,83.53,18.43,54.61,6.36,34.41,radish
46.73,47.3,63.82,17.93,18.78,7.26,88.44,chickpea
17.87,18.79,20.57,30.12,92.92,5.54,186.44,coconut
50.03,52.74,70.54,25.39,64.11,6.52,79.58,chilli
30.09,22.69,8.94,26.69,88.32,6.74,97.98,orange
23.53,45.13,116.31,31.25,89.08,6.36,92.18,sweet_potato
88.61,49.98,43.2,27.4,69.57,6.15,90.51,tobacco
15.68,26.53,30.34,31.49,37.17,6.38,65.36,mango
102.43,23.06,62.08,24.19,79.31,5.75,149.2,pineapple
98.44,10.68,55.09,22.44,89.97,6.04,42.07,watermelon
34.29,19.28,44.46,29.68,54.15,6.34,124.16,guava
92.86,76.21,47.25,25.53,74.93,6.35,101.25,banana
101.84,14.0,51.15,24.63,87.81,6.16,36.77,muskmelon
62.2,51.96,83.54,18.24,84.87,5.91,41.77,potato
48.86,118.89,121.22,15.04,93.77,6.42,60.67,strawberry
80.5,38.72,40.39,23.21,79.29,5.86,259.96,pepper
44.42,45.15,29.73,33.04,38.56,7.25,29.15,sesame
60.82,59.89,67.14,20.59,67.36,6.02,74.12,capsicum
50.94,25.16,36.12,35.72,63.49,6.41,50.79,sesame
103.82,63.43,76.46,12.82,75.07,6.29,46.89,cabbage
45.93,67.71,121.76,15.89,88.19,6.26,61.83,strawberry
14.51,55.52,9.75,20.94,25.86,6.19,82.18,kidneybeans
109.46,60.03,59.0,28.76,97.47,6.15,118.02,turmeric
118.67,67.81,88.93,26.48,81.86,6.44,120.3,sugarcane
89.41,50.32,44.59,31.16,80.4,5.92,125.71,ginger
111.21,12.39,46.27,25.27,84.44,6.74,44.72,watermelon
14.48,71.67,18.56,14.19,25.19,5.83,102.45,kidneybeans
28.65,58.36,43.94,28.11,66.71,6.85,60.39,groundnut
115.0,46.5,91.79,15.23,72.21,6.38,42.71,cabbage
32.84,31.94,35.66,34.41,42.93,6.28,49.4,sesame
39.16,52.77,63.4,25.78,50.47,5.72,70.65,chilli
81.77,35.69,26.22,18.81,83.76,4.5,204.24,tea
62.75,43.08,38.85,25.61,83.66,6.33,275.37,rice
61.82,65.01,68.78,27.23,66.33,7.34,40.63,sunflower
87.35,47.38,80.55,14.32,68.96,6.37,54.23,cauliflower
19.38,59.02,17.15,29.4,57.62,7.03,56.83,lentil
39.11,32.17,29.18,19.34,49.24,6.42,29.5,cumin
50.13,50.49,28.74,23.88,52.84,6.56,40.11,castor
105.86,63.02,69.86,23.5,56.34,6.19,84.86,maize
91.57,25.15,42.49,28.23,84.17,6.09,300.0,rubber
28.89,71.37,68.71,18.23,10.93,6.85,89.44,chickpea
36.91,25.84,44.92,18.25,57.96,7.21,29.0,cumin
89.32,47.85,68.5,24.98,75.58,6.3,152.04,turmeric
46.92,18.83,48.08,20.69,52.23,6.62,80.85,coriander
21.02,15.96,4.04,21.35,92.69,6.93,142.18,orange
107.6,34.3,49.92,25.3,98.47,5.47,193.55,tea
35.3,19.42,15.48,28.09,70.67,5.89,153.36,cashew
74.74,60.22,62.1,25.77,95.62,5.96,190.73,turmeric
68.44,33.07,117.27,24.01,81.66,5.25,179.45,pineapple
89.46,33.44,91.18,21.74,84.38,5.13,135.27,pineapple
66.95,60.06,58.49,30.6,76.42,6.05,201.32,ginger
99.19,22.34,50.44,27.91,89.62,6.48,22.76,muskmelon
16.94,20.63,9.08,23.34,90.35,7.26,99.94,orange
109.89,55.34,34.65,25.67,78.53,7.39,44.03,cotton
110.39,18.79,101.5,30.3,90.36,5.78,163.83,pineapple
112.78,47.28,47.41,21.19,79.96,6.83,88.94,cotton
61.82,48.36,63.98,28.02,76.96,5.35,259.67,cardamom
50.38,49.21,37.57,21.0,44.92,7.08,38.65,mustard
60.71,31.74,80.73,12.99,53.45,6.18,53.27,radish
71.5,71.44,98.98,24.0,77.64,6.15,90.58,tobacco
20.71,82.16,10.91,19.18,29.09,5.23,98.46,kidneybeans
42.35,12.15,27.51,27.5,71.12,5.51,113.39,cashew
40.06,57.19,17.33,30.1,62.08,6.72,65.63,blackgram
26.04,8.33,42.25,24.06,88.12,6.08,89.05,pomegranate
9.59,66.26,62.56,22.09,66.98,6.75,105.74,soybean
24.67,25.51,24.97,25.1,82.35,5.69,74.85,grapes
65.82,53.82,43.35,22.34,56.22,6.95,58.42,mustard
55.07,57.3,68.91,21.34,65.44,6.91,42.76,onion
119.22,37.17,54.66,18.58,78.4,5.06,200.3,tea
49.95,48.53,46.24,19.44,63.62,6.88,56.47,garlic
26.36,25.06,29.85,23.62,83.86,5.86,72.97,grapes
40.58,30.17,52.51,20.19,53.28,7.07,33.73,cumin
21.61,59.2,17.38,27.1,57.28,4.89,143.12,pigeonpeas
100.02,8.38,53.67,26.3,71.3,6.0,52.17,watermelon
118.37,27.35,56.04,15.75,50.76,6.87,20.19,spinach
81.11,66.9,52.89,20.57,88.84,5.96,186.66,rice
46.26,25.77,25.16,31.33,70.55,6.37,85.7,guava
86.52,46.34,75.57,21.63,76.67,5.76,56.18,potato
17.01,24.53,28.58,31.83,52.12,5.56,74.29,mango
31.77,44.11,102.3,14.26,63.01,6.26,43.28,carrot
103.33,78.02,55.42,26.89,73.66,5.61,87.98,banana
27.52,56.04,38.24,26.15,70.14,6.22,77.79,soybean
87.02,15.06,32.01,27.39,95.38,6.62,20.0,muskmelon
55.18,43.67,64.88,22.81,69.54,6.96,66.01,sunflower
72.28,39.92,47.35,21.06,73.66,5.78,237.32,cardamom
83.78,26.62,35.25,35.51,94.43,5.55,175.27,rubber
71.22,69.24,64.61,26.77,63.02,6.79,44.02,sunflower
43.95,32.06,47.25,17.57,51.67,6.54,62.51,coriander
111.51,66.23,87.77,31.38,80.2,6.52,205.62,sugarcane
18.63,76.55,15.09,22.99,31.56,5.87,103.04,kidneybeans
42.68,46.37,61.67,31.44,80.55,6.41,103.67,guava
62.53,42.26,48.75,22.97,74.41,5.29,169.36,pepper
79.36,45.88,66.77,24.18,64.68,6.41,53.29,capsicum
115.19,63.76,88.34,21.04,77.91,6.46,43.09,cabbage
25.59,28.09,73.23,15.74,73.29,6.77,50.38,radish
58.37,43.74,44.73,23.56,70.56,7.02,81.24,garlic
76.97,19.57,26.27,26.5,87.31,5.34,202.11,rubber
98.03,62.28,66.18,24.69,76.47,6.21,178.54,turmeric
45.55,39.27,35.48,34.28,57.04,6.53,113.11,guava
67.83,59.71,49.02,18.9,65.67,6.3,95.71,garlic
59.25,30.89,48.45,30.52,59.19,6.84,104.03,guava
97.54,40.25,77.53,29.07,73.77,5.94,105.88,pineapple
93.43,74.04,53.89,26.66,77.6,5.74,90.57,banana
99.81,47.62,61.65,12.01,74.3,5.6,43.72,cauliflower
16.82,70.58,26.63,19.43,16.11,5.83,96.94,kidneybeans
49.2,68.98,43.13,19.09,66.64,6.49,74.95,garlic
30.71,37.3,56.6,29.72,67.43,6.47,75.27,guava
104.93,37.68,45.43,21.92,59.49,7.3,75.81,wheat
114.96,75.58,105.56,32.18,89.1,6.63,251.32,sugarcane
97.55,60.15,75.15,27.17,63.35,5.53,131.61,ginger
89.19,59.82,31.98,24.2,52.26,6.82,78.52,wheat
23.79,55.05,23.04,25.26,50.52,6.79,48.52,mothbeans
24.49,55.2,23.4,26.21,64.11,6.92,49.58,mothbeans
64.34,42.19,39.65,28.54,66.09,6.97,44.48,sunflower
68.11,20.12,43.66,30.06,93.05,5.35,275.02,rubber
26.03,23.43,41.46,17.14,87.89,6.47,106.92,pomegranate
130.43,78.14,56.12,24.45,80.08,6.14,142.34,sugarcane
38.72,18.12,36.52,24.97,39.3,6.88,44.49,cumin
63.81,24.66,32.98,26.74,97.63,5.46,235.28,rubber
26.08,42.43,108.03,26.11,74.51,5.79,90.12,sweet_potato
66.77,48.55,74.75,24.86,65.98,6.14,69.29,sunflower
30.34,44.71,29.77,26.66,66.93,6.91,115.16,guava
44.38,60.15,76.06,19.69,18.37,7.29,98.46,chickpea
82.73,47.61,38.67,25.58,76.36,6.86,163.61,jute
30.79,25.89,45.82,25.34,82.52,6.71,97.84,lemon
40.24,26.01,38.03,23.3,51.8,7.2,36.19,cumin
20.97,56.76,26.28,29.49,45.9,6.81,42.54,mothbeans
85.26,47.01,51.59,23.29,78.28,6.39,159.77,pepper
30.35,126.35,205.0,25.97,85.55,5.22,146.51,apple
135.12,38.71,71.15,18.42,62.69,7.15,34.32,spinach
22.29,69.89,14.41,19.34,26.38,6.01,103.72,kidneybeans
21.63,51.16,74.39,24.16,62.62,5.53,78.04,sweet_potato
78.05,56.66,67.51,17.85,68.7,5.18,57.45,potato
51.4,29.97,88.69,18.4,63.85,6.43,39.23,radish
57.05,50.33,34.02,31.3,69.37,6.39,64.51,tomato
111.82,33.06,60.21,17.08,58.0,6.75,43.94,spinach
140.0,45.34,87.9,30.72,88.68,6.59,195.76,sugarcane
28.18,46.32,39.83,23.99,76.72,6.62,73.32,soybean
14.05,38.03,18.95,24.6,89.47,7.12,34.49,mungbean
26.4,78.95,19.09,25.81,54.65,5.54,139.9,pigeonpeas
80.9,46.85,54.29,26.83,88.55,5.17,161.65,tea
42.34,37.06,46.37,22.42,70.14,6.47,102.59,lemon
79.87,34.38,42.46,23.15,80.65,6.48,197.26,rice
131.88,72.06,84.8,26.87,76.47,6.57,186.38,sugarcane
54.08,35.3,56.58,24.0,68.14,6.7,97.43,guava
84.23,61.47,56.62,24.29,71.91,6.77,60.49,capsicum
75.19,52.42,44.87,25.16,78.01,5.89,169.1,pepper
123.18,73.14,71.59,26.42,74.82,5.97,87.19,banana
95.69,9.42,43.37,25.68,93.11,6.69,54.87,watermelon
81.76,46.48,60.71,28.34,78.96,6.16,173.52,ginger
29.74,53.62,23.54,30.92,83.35,6.93,45.35,mungbean
43.25,36.63,44.86,31.67,34.43,6.57,65.27,castor
106.22,45.67,37.54,24.99,58.97,7.16,106.07,wheat
44.65,56.32,40.78,25.18,81.59,5.56,185.84,cardamom
32.9,16.72,6.5,24.28,89.28,7.03,134.4,orange
96.82,49.69,84.88,20.8,65.75,6.1,49.14,cabbage
34.32,38.47,44.56,26.51,65.93,6.65,87.86,chilli
53.2,74.5,40.97,30.5,90.63,6.0,141.99,papaya
91.6,40.98,45.34,23.61,77.72,6.84,194.87,jute
61.56,42.55,71.84,29.8,73.74,6.55,87.43,chilli
43.11,88.03,89.95,16.6,79.42,5.8,61.62,strawberry
85.92,41.38,54.78,20.06,63.88,6.96,72.66,wheat
26.62,52.02,20.05,28.58,39.9,6.29,44.99,castor
100.84,24.89,32.52,17.79,55.91,6.72,145.78,coffee
20.26,38.45,20.84,29.8,93.42,6.71,52.91,mungbean
70.81,44.64,52.64,18.81,52.4,6.06,40.15,mustard
83.52,56.29,70.44,16.94,75.02,6.57,90.38,cabbage
88.35,51.14,87.33,19.86,70.42,5.52,53.34,potato
104.76,34.78,57.11,20.78,80.31,4.87,183.73,tea
97.23,48.8,68.53,27.51,65.19,6.98,77.63,maize
39.65,63.69,16.41,31.81,73.21,6.82,47.82,blackgram
25.03,29.92,32.91,29.64,52.65,5.67,69.03,mango
105.03,11.11,47.56,25.6,86.07,6.21,49.21,watermelon
44.86,49.16,41.12,21.87,63.98,6.74,83.47,chilli
24.58,62.5,25.41,20.9,26.5,6.23,100.55,kidneybeans
107.08,44.23,43.28,21.86,71.07,7.13,81.41,wheat
21.65,62.03,16.43,25.16,50.65,5.76,161.38,pigeonpeas
113.64,11.11,42.77,26.4,92.53,6.74,39.45,muskmelon
101.19,65.47,37.72,26.38,78.71,5.74,111.81,ginger
108.84,53.38,79.77,24.9,82.39,5.98,139.86,turmeric
47.23,52.85,50.76,34.53,88.32,6.07,147.67,papaya
46.5,26.25,14.22,33.55,80.33,5.76,123.63,cashew
11.7,50.07,7.51,25.19,48.9,6.91,42.96,mothbeans
64.86,51.82,40.35,24.8,53.29,7.01,81.17,sunflower
52.36,53.63,44.62,30.45,84.53,6.66,48.02,tomato
50.43,60.14,37.17,16.56,56.02,6.92,40.48,mustard
10.89,54.96,24.23,25.75,59.58,6.1,44.92,mothbeans
107.13,83.48,66.37,27.3,84.39,6.42,110.14,banana
63.52,36.4,60.27,32.3,87.21,5.57,222.43,pepper
40.11,29.35,45.16,16.74,52.96,6.44,70.61,coriander
47.51,64.61,51.85,32.31,94.79,6.32,178.53,papaya
36.73,33.02,51.17,22.51,65.46,6.74,133.82,lemon
56.1,63.06,55.7,14.15,64.01,5.76,59.91,potato
53.91,59.73,45.08,34.06,86.76,6.32,157.93,papaya
47.35,35.4,50.88,14.65,75.48,7.22,47.97,garlic
23.16,20.7,5.09,22.99,92.91,7.23,121.21,orange
97.85,32.17,44.16,23.07,64.61,6.52,175.59,coffee
47.09,35.19,22.52,26.93,51.2,6.42,50.07,sesame
29.39,122.69,205.0,26.25,89.0,5.77,130.39,apple
82.83,57.07,33.01,19.92,70.38,6.88,194.38,jute
50.74,40.21,44.52,20.89,66.63,6.68,70.22,capsicum
79.11,59.34,60.75,25.35,88.9,5.82,188.58,ginger
24.79,78.93,21.13,25.88,43.74,5.4,140.34,pigeonpeas
60.87,38.74,64.92,24.22,62.1,6.55,61.29,sunflower
39.42,107.59,104.07,15.87,88.15,6.08,53.64,strawberry
69.41,40.71,47.09,26.89,59.21,6.88,73.22,sunflower
62.26,37.12,48.43,24.76,89.63,6.35,68.05,tomato
30.05,49.52,62.12,17.36,61.04,6.38,59.18,carrot
96.13,15.19,34.84,27.15,88.98,6.44,20.0,muskmelon
74.44,44.4,34.61,24.57,86.36,6.99,114.22,jute
33.84,70.64,81.61,22.46,18.67,7.46,73.23,chickpea
78.0,40.79,49.5,27.26,78.58,6.73,171.99,jute
34.02,39.48,56.63,30.35,72.93,5.99,46.71,tomato
59.88,42.99,34.08,25.36,68.13,6.55,76.61,chilli
16.23,38.77,30.39,25.6,63.45,7.12,74.75,groundnut
101.38,37.91,21.79,22.24,92.7,5.16,178.22,tea
19.99,21.71,34.1,21.38,92.38,6.77,99.31,pomegranate
98.51,32.25,91.07,19.2,77.39,6.39,39.5,cabbage
48.81,50.77,43.02,26.18,78.15,5.48,209.54,cardamom
7.24,20.44,9.21,18.11,90.68,7.42,79.18,orange
43.9,55.21,50.78,19.72,70.64,6.55,48.06,tomato
15.17,17.18,3.89,21.52,94.15,7.1,117.38,orange
86.6,95.3,53.27,29.31,83.22,6.49,123.51,banana
58.31,36.74,56.62,34.57,96.08,6.32,124.27,papaya
127.23,50.35,43.27,26.47,70.29,7.18,70.67,cotton
113.03,64.22,40.75,21.91,82.54,6.8,111.5,cotton
43.65,43.95,78.33,19.18,57.15,6.52,46.88,radish
88.01,11.58,52.19,27.21,90.21,6.22,36.62,watermelon
47.15,48.33,85.96,21.37,26.28,7.07,68.86,chickpea
23.46,39.48,22.4,29.23,40.07,6.54,45.38,mothbeans
100.13,84.84,62.89,25.1,79.93,6.03,137.83,banana
111.54,58.69,61.49,32.88,81.44,5.96,137.19,ginger
68.93,55.15,58.91,25.63,76.15,6.5,113.98,tobacco
87.77,52.36,80.31,18.09,77.38,5.64,56.54,potato
76.54,53.92,75.49,16.48,64.82,5.28,20.44,potato
47.46,21.58,44.06,21.34,56.18,7.06,65.1,mustard
27.95,32.82,30.63,35.39,35.48,5.88,118.03,mango
73.97,79.24,71.45,22.31,79.57,6.22,117.85,tobacco
67.91,50.42,42.14,11.85,44.52,6.39,37.69,mustard
42.88,40.7,120.47,15.25,64.48,5.89,45.1,carrot
121.17,7.55,51.61,33.12,90.86,6.89,32.76,muskmelon
17.87,19.69,28.0,24.48,75.59,6.11,82.55,grapes
87.89,26.22,37.47,24.82,75.3,5.21,280.49,rubber
18.16,17.78,64.94,21.73,95.15,6.18,92.36,pomegranate
64.35,50.21,58.53,25.79,77.27,6.53,65.06,chilli
98.47,42.89,89.14,26.36,45.55,6.33,101.57,tobacco
120.31,44.5,62.29,24.74,82.38,7.03,58.32,cotton
12.8,49.96,15.19,20.32,76.47,6.65,39.13,lentil
47.36,52.9,69.31,20.86,76.08,6.49,22.28,radish
24.88,117.19,205.0,23.31,88.8,5.6,82.5,apple
22.89,18.62,13.22,22.75,92.83,6.76,106.42,orange
98.21,49.69,77.15,23.14,90.68,5.85,188.18,turmeric
23.96,14.95,9.87,28.91,90.78,7.09,125.06,orange
21.05,129.42,204.64,18.2,99.23,5.96,115.46,apple
130.65,34.82,72.38,14.7,65.47,6.43,48.49,spinach
11.48,75.69,7.56,19.82,19.91,5.97,114.33,kidneybeans
33.59,85.27,46.89,34.95,94.6,6.34,148.55,papaya
105.32,49.59,93.44,20.55,57.86,6.16,38.91,cabbage
62.82,50.11,27.28,22.76,82.01,6.81,189.07,jute
69.93,46.4,52.73,27.49,64.69,6.87,73.13,chilli
77.89,54.9,76.48,25.16,61.85,6.23,73.83,capsicum
64.6,45.53,40.07,20.1,63.72,6.56,49.89,mustard
85.55,61.65,70.18,20.15,93.87,5.68,216.78,turmeric
83.79,30.48,54.59,19.76,93.06,4.86,152.78,tea
21.97,66.51,46.68,25.4,71.89,7.16,50.14,groundnut
92.3,58.45,85.35,15.18,74.27,6.45,52.1,cauliflower
51.84,25.26,38.09,21.04,63.74,7.16,25.16,cumin
20.86,17.06,27.55,27.59,95.37,5.97,191.46,coconut
104.72,48.26,71.47,34.32,67.92,6.85,213.34,sugarcane
115.76,86.28,50.86,27.2,79.81,6.08,76.52,banana
43.12,72.56,12.75,31.94,63.82,7.27,64.02,blackgram
43.34,36.87,89.54,15.86,62.32,6.19,29.3,radish
94.25,28.81,49.35,27.93,91.05,4.69,237.63,rubber
18.65,125.97,192.36,32.09,87.07,5.57,118.58,apple
94.37,39.68,33.34,29.64,68.97,7.03,186.05,coffee
102.56,61.51,31.79,18.32,74.52,7.3,74.8,wheat
78.36,59.19,90.9,28.69,78.46,5.65,186.22,turmeric
43.88,47.58,53.98,22.62,59.51,6.45,38.5,onion
17.97,54.46,57.91,31.93,61.22,6.65,41.07,groundnut
96.14,68.8,40.71,25.61,63.79,5.8,107.04,banana
48.64,36.35,48.57,19.08,57.15,6.94,60.16,coriander
29.85,49.53,7.67,31.3,67.11,7.09,89.73,blackgram
50.18,54.0,68.33,30.57,86.38,6.52,72.55,capsicum
124.8,44.73,82.08,20.11,72.77,6.46,48.9,cabbage
37.39,64.38,19.88,24.38,66.55,6.85,50.05,blackgram
77.49,33.16,28.19,30.34,79.77,5.25,195.96,rubber
27.21,44.85,33.33,25.73,60.83,6.54,65.17,groundnut
100.84,48.33,51.7,11.21,65.93,6.58,39.29,spinach
24.94,15.23,28.38,30.81,53.77,6.27,104.13,mango
9.29,69.08,17.92,25.42,64.29,7.2,51.88,lentil
105.24,50.32,47.07,28.9,76.31,5.83,136.42,turmeric
28.29,11.72,12.97,20.82,93.89,7.2,96.33,orange
72.77,53.97,36.45,24.79,69.2,6.41,191.69,jute
42.31,66.88,65.34,15.85,17.95,7.51,77.74,chickpea
21.97,79.11,116.09,16.82,87.97,5.3,71.96,strawberry
95.97,53.38,39.79,25.62,81.75,6.79,138.82,jute
99.79,65.86,96.6,30.44,73.9,6.16,90.31,tobacco
88.81,7.69,62.05,31.35,81.24,6.67,42.26,watermelon
104.6,15.38,42.05,32.66,82.97,5.3,196.34,rubber
11.1,32.05,33.23,32.24,54.13,5.6,100.9,mango
40.21,44.53,51.13,22.57,58.44,6.53,58.8,tomato
42.19,32.06,40.69,18.88,49.98,7.08,35.19,cumin
73.23,38.2,63.22,24.72,77.07,6.85,193.93,rice
60.64,45.14,44.54,18.45,86.55,5.28,254.38,cardamom
31.79,50.16,88.78,15.53,59.62,6.57,49.31,carrot
60.45,63.71,41.63,27.24,77.93,6.47,67.37,chilli
35.21,46.38,112.21,27.91,73.93,6.49,81.8,sweet_potato
96.3,14.47,46.36,29.94,95.22,6.98,20.0,muskmelon
117.13,4.72,41.68,28.36,90.95,6.46,53.93,watermelon
96.89,7.81,47.18,23.46,87.53,7.03,59.49,watermelon
44.23,48.46,75.9,21.02,67.37,5.33,51.87,potato
112.41,33.15,48.9,24.8,75.47,7.1,97.56,cotton
21.94,54.32,45.6,28.04,75.51,6.61,87.98,soybean
67.87,28.72,51.79,33.89,75.75,5.95,194.53,pepper
105.28,19.93,35.75,27.17,54.06,6.49,137.58,coffee
29.52,60.96,18.29,21.9,27.04,5.29,116.47,kidneybeans
41.29,36.61,56.69,15.76,73.43,6.43,112.54,lemon
103.99,23.06,36.06,31.95,94.5,5.62,31.6,muskmelon
62.39,20.63,24.0,28.85,71.93,5.51,138.07,cashew
97.21,14.45,47.93,28.25,91.61,6.65,23.72,muskmelon
64.22,62.92,45.06,33.24,94.93,5.94,202.89,turmeric
25.37,44.19,16.65,24.37,55.65,6.76,57.64,lentil
19.88,28.66,32.55,35.43,61.36,6.19,110.48,mango
67.67,46.73,41.92,28.13,81.53,6.04,203.74,jute
102.69,53.24,76.48,20.59,79.98,6.15,49.38,cabbage
25.03,46.44,39.63,27.31,54.7,7.53,50.0,sunflower
114.79,36.51,90.21,13.98,68.37,6.73,50.78,cabbage
97.3,7.88,52.44,28.09,92.87,6.95,50.87,watermelon
17.3,50.7,25.99,18.21,12.71,5.66,96.73,kidneybeans
34.37,55.39,42.97,17.34,62.7,6.93,35.32,mustard
35.38,46.16,29.08,30.1,56.99,6.55,64.63,sesame
58.62,37.36,38.28,14.39,66.38,6.87,57.53,garlic
85.9,18.17,58.8,30.08,96.1,6.0,21.73,muskmelon
13.97,47.05,52.54,25.09,64.71,6.43,77.86,groundnut
114.19,73.08,61.21,25.74,83.14,5.91,97.47,banana
140.0,73.21,90.34,35.66,82.63,6.34,148.47,sugarcane
103.09,43.42,36.2,22.37,75.45,7.27,63.94,cotton
21.38,24.66,29.57,22.38,79.75,5.25,65.03,grapes
117.36,49.09,39.85,23.55,74.77,7.02,102.15,cotton
42.15,59.26,69.82,24.81,81.6,6.07,148.46,turmeric
119.35,46.9,80.48,18.53,72.0,6.35,62.47,cabbage
89.19,41.23,59.91,27.21,79.35,5.65,121.72,turmeric
50.8,31.95,39.82,19.14,71.62,6.96,49.46,coriander
22.32,74.89,43.17,27.15,60.44,6.34,95.64,soybean
18.39,74.58,13.01,17.58,29.62,5.4,88.36,kidneybeans
18.43,66.72,5.63,29.39,61.86,6.73,55.65,lentil
39.17,64.83,17.81,22.43,59.95,7.17,51.54,blackgram
46.16,27.95,32.32,25.82,69.74,6.0,139.32,cashew
107.53,69.14,61.68,21.59,78.92,5.35,77.86,maize
38.27,50.84,48.28,23.33,86.27,5.35,278.29,cardamom
31.98,34.34,20.5,27.83,52.72,6.47,45.71,mothbeans
27.72,14.65,9.74,23.89,94.33,7.13,104.0,orange
24.17,46.75,108.03,27.6,67.93,5.75,83.17,sweet_potato
79.81,50.71,31.72,28.54,76.33,6.73,158.79,jute
56.53,44.27,56.03,14.77,46.07,6.62,97.27,garlic
52.97,41.61,35.82,24.71,60.06,6.39,57.87,tomato
74.56,50.87,37.28,20.99,85.23,6.27,249.8,rice
18.27,16.58,46.91,22.32,91.25,6.16,102.32,pomegranate
107.95,40.42,68.07,15.3,74.6,7.06,51.75,spinach
60.34,30.94,51.39,26.26,70.09,7.02,46.81,tomato
94.55,60.47,44.49,28.23,71.96,6.58,104.85,wheat
140.0,66.91,83.37,31.21,64.09,6.46,175.3,sugarcane
71.61,63.66,54.67,22.96,81.46,6.35,202.42,rice
25.1,26.43,35.16,29.42,85.15,6.2,53.87,grapes
13.36,36.14,28.39,28.47,51.41,6.42,50.9,mothbeans
15.47,28.06,34.8,33.72,52.69,5.88,116.43,mango
41.02,101.14,115.7,19.46,77.96,6.04,39.41,strawberry
98.79,43.85,72.17,20.16,59.38,6.65,94.24,maize
112.95,27.4,52.92,24.18,84.13,4.66,159.43,tea
42.28,75.32,60.98,32.97,96.94,6.5,183.38,papaya
26.8,41.67,15.77,27.98,64.77,6.29,42.48,mothbeans
106.9,78.55,44.53,29.5,74.3,6.36,75.29,ginger
81.91,18.4,27.8,29.59,90.8,5.75,255.5,rubber
105.2,81.22,74.19,24.19,83.02,5.6,77.94,banana
48.4,39.13,63.03,20.12,72.59,6.02,65.67,capsicum
42.79,34.55,52.31,16.84,67.12,6.89,68.47,garlic
27.36,44.91,100.53,23.46,79.58,5.63,85.04,sweet_potato
21.76,23.92,31.65,20.8,84.36,6.2,68.23,grapes
105.71,25.87,29.26,27.81,64.89,6.58,174.57,coffee
120.04,21.01,50.75,20.44,75.87,6.88,32.95,spinach
71.41,36.29,72.28,18.6,65.69,5.64,38.6,potato
40.58,53.72,99.34,19.65,68.74,6.54,35.18,carrot
140.0,79.45,73.03,32.21,79.47,6.17,172.46,sugarcane
23.13,30.82,50.91,27.27,63.24,6.61,114.83,lemon
45.14,24.4,42.82,21.78,54.12,6.6,49.56,coriander
103.42,65.54,78.63,19.37,79.02,6.22,183.84,turmeric
33.41,25.48,50.5,23.93,56.03,7.04,126.82,lemon
46.95,45.98,82.58,19.36,63.38,5.81,21.48,potato
66.82,58.36,23.75,15.6,69.26,6.69,23.49,mustard
52.23,46.63,31.28,21.97,61.51,6.8,24.81,mustard
83.57,36.43,48.62,21.8,77.22,6.38,168.13,rice
23.09,9.79,30.4,31.94,93.59,6.24,179.7,coconut
14.48,16.08,9.01,25.66,90.45,7.45,107.86,orange
62.57,34.46,86.56,26.79,71.64,5.65,119.56,pineapple
55.11,38.38,75.87,16.9,62.55,6.81,46.3,radish
21.93,18.8,24.58,27.04,86.87,5.79,258.14,coconut
63.49,48.21,50.9,31.8,55.56,6.52,80.09,chilli
104.11,61.13,65.56,23.81,79.31,6.44,68.58,tobacco
25.98,132.74,192.58,26.03,94.65,6.4,96.81,apple
91.11,52.84,87.62,14.58,55.12,6.58,49.21,cabbage
133.02,64.98,81.41,30.99,88.03,7.29,125.1,sugarcane
